      Datetime      ,  Rain (mm)
2026-03-23 13:00 WIB, 0.01
2026-03-23 16:00 WIB, 2.66
2026-03-23 19:00 WIB, 2.01
2026-03-23 22:00 WIB, 1.03
2026-03-24 01:00 WIB, 0.00
2026-03-24 04:00 WIB, 0.00
2026-03-24 07:00 WIB, 0.00
2026-03-24 10:00 WIB, 0.00
2026-03-24 13:00 WIB, 0.00
2026-03-24 16:00 WIB, 1.54
2026-03-24 19:00 WIB, 1.36
2026-03-24 22:00 WIB, 0.31
2026-03-25 01:00 WIB, 0.00
2026-03-25 04:00 WIB, 0.00
2026-03-25 07:00 WIB, 0.00
2026-03-25 10:00 WIB, 0.00
2026-03-25 13:00 WIB, 0.35
2026-03-25 16:00 WIB, 3.96
2026-03-25 19:00 WIB, 0.96
2026-03-25 22:00 WIB, 1.09
2026-03-26 01:00 WIB, 0.06
2026-03-26 04:00 WIB, 0.00
2026-03-26 07:00 WIB, 0.00
2026-03-26 10:00 WIB, 0.24
2026-03-26 13:00 WIB, 1.45
2026-03-26 16:00 WIB, 2.69
2026-03-26 19:00 WIB, 3.17
2026-03-26 22:00 WIB, 0.47
2026-03-27 01:00 WIB, 0.00
2026-03-27 04:00 WIB, 0.00
2026-03-27 07:00 WIB, 0.00
2026-03-27 10:00 WIB, 0.21
2026-03-27 13:00 WIB, 1.48
2026-03-27 16:00 WIB, 1.20
2026-03-27 19:00 WIB, 0.00
2026-03-27 22:00 WIB, 0.00
2026-03-28 01:00 WIB, 0.00
2026-03-28 04:00 WIB, 0.00
2026-03-28 07:00 WIB, 0.19
2026-03-28 10:00 WIB, 6.75
2026-03-28 13:00 WIB, 2.40
