      Datetime      ,  Rain (mm)
2026-03-22 01:00 WIB, 0.19
2026-03-22 04:00 WIB, 0.00
2026-03-22 07:00 WIB, 0.00
2026-03-22 10:00 WIB, 0.00
2026-03-22 13:00 WIB, 0.83
2026-03-22 16:00 WIB, 7.14
2026-03-22 19:00 WIB, 0.74
2026-03-22 22:00 WIB, 0.97
2026-03-23 01:00 WIB, 0.00
2026-03-23 04:00 WIB, 0.00
2026-03-23 07:00 WIB, 0.00
2026-03-23 10:00 WIB, 0.00
2026-03-23 13:00 WIB, 0.00
2026-03-23 16:00 WIB, 0.00
2026-03-23 19:00 WIB, 0.50
2026-03-23 22:00 WIB, 1.92
2026-03-24 01:00 WIB, 0.00
2026-03-24 04:00 WIB, 0.00
2026-03-24 07:00 WIB, 0.00
2026-03-24 10:00 WIB, 0.00
2026-03-24 13:00 WIB, 0.00
2026-03-24 16:00 WIB, 0.00
2026-03-24 19:00 WIB, 0.35
2026-03-24 22:00 WIB, 0.00
2026-03-25 01:00 WIB, 0.00
2026-03-25 04:00 WIB, 0.00
2026-03-25 07:00 WIB, 0.00
2026-03-25 10:00 WIB, 0.00
2026-03-25 13:00 WIB, 0.52
2026-03-25 16:00 WIB, 6.77
2026-03-25 19:00 WIB, 1.33
2026-03-25 22:00 WIB, 0.16
2026-03-26 01:00 WIB, 0.00
2026-03-26 04:00 WIB, 0.00
2026-03-26 07:00 WIB, 0.00
2026-03-26 10:00 WIB, 0.24
2026-03-26 13:00 WIB, 2.00
2026-03-26 16:00 WIB, 1.79
2026-03-26 19:00 WIB, 0.07
2026-03-26 22:00 WIB, 0.00
2026-03-27 01:00 WIB, 0.00
