      Datetime      ,  Rain (mm)
2026-03-20 01:00 WIB, 0.06
2026-03-20 04:00 WIB, 0.25
2026-03-20 07:00 WIB, 0.00
2026-03-20 10:00 WIB, 0.00
2026-03-20 13:00 WIB, 7.16
2026-03-20 16:00 WIB, 11.51
2026-03-20 19:00 WIB, 4.60
2026-03-20 22:00 WIB, 0.81
2026-03-21 01:00 WIB, 1.84
2026-03-21 04:00 WIB, 0.41
2026-03-21 07:00 WIB, 0.00
2026-03-21 10:00 WIB, 0.00
2026-03-21 13:00 WIB, 0.00
2026-03-21 16:00 WIB, 0.23
2026-03-21 19:00 WIB, 1.39
2026-03-21 22:00 WIB, 1.90
2026-03-22 01:00 WIB, 0.00
2026-03-22 04:00 WIB, 0.00
2026-03-22 07:00 WIB, 0.00
2026-03-22 10:00 WIB, 0.00
2026-03-22 13:00 WIB, 0.00
2026-03-22 16:00 WIB, 4.31
2026-03-22 19:00 WIB, 2.89
2026-03-22 22:00 WIB, 0.89
2026-03-23 01:00 WIB, 0.00
2026-03-23 04:00 WIB, 0.00
2026-03-23 07:00 WIB, 0.00
2026-03-23 10:00 WIB, 0.00
2026-03-23 13:00 WIB, 0.00
2026-03-23 16:00 WIB, 0.00
2026-03-23 19:00 WIB, 1.39
2026-03-23 22:00 WIB, 0.01
2026-03-24 01:00 WIB, 0.00
2026-03-24 04:00 WIB, 0.00
2026-03-24 07:00 WIB, 0.00
2026-03-24 10:00 WIB, 0.00
2026-03-24 13:00 WIB, 0.00
2026-03-24 16:00 WIB, 0.00
2026-03-24 19:00 WIB, 0.37
2026-03-24 22:00 WIB, 0.03
2026-03-25 01:00 WIB, 0.00
