      Datetime      ,  Rain (mm)
2026-03-03 13:00 WIB, 5.62
2026-03-03 16:00 WIB, 6.13
2026-03-03 19:00 WIB, 1.03
2026-03-03 22:00 WIB, 0.00
2026-03-04 01:00 WIB, 0.13
2026-03-04 04:00 WIB, 0.09
2026-03-04 07:00 WIB, 0.48
2026-03-04 10:00 WIB, 4.26
2026-03-04 13:00 WIB, 6.21
2026-03-04 16:00 WIB, 7.28
2026-03-04 19:00 WIB, 0.76
2026-03-04 22:00 WIB, 0.00
2026-03-05 01:00 WIB, 0.25
2026-03-05 04:00 WIB, 0.07
2026-03-05 07:00 WIB, 0.27
2026-03-05 10:00 WIB, 4.45
2026-03-05 13:00 WIB, 7.93
2026-03-05 16:00 WIB, 2.76
2026-03-05 19:00 WIB, 0.00
2026-03-05 22:00 WIB, 0.00
2026-03-06 01:00 WIB, 0.00
2026-03-06 04:00 WIB, 0.04
2026-03-06 07:00 WIB, 0.66
2026-03-06 10:00 WIB, 2.10
2026-03-06 13:00 WIB, 4.06
2026-03-06 16:00 WIB, 5.87
2026-03-06 19:00 WIB, 2.55
2026-03-06 22:00 WIB, 0.00
2026-03-07 01:00 WIB, 0.12
2026-03-07 04:00 WIB, 0.96
2026-03-07 07:00 WIB, 0.00
2026-03-07 10:00 WIB, 0.00
2026-03-07 13:00 WIB, 0.01
2026-03-07 16:00 WIB, 2.10
2026-03-07 19:00 WIB, 0.00
2026-03-07 22:00 WIB, 0.00
2026-03-08 01:00 WIB, 0.00
2026-03-08 04:00 WIB, 0.00
2026-03-08 07:00 WIB, 0.00
2026-03-08 10:00 WIB, 0.00
2026-03-08 13:00 WIB, 0.04
