      Datetime      ,  Rain (mm)
2026-02-16 13:00 WIB, 2.95
2026-02-16 16:00 WIB, 5.61
2026-02-16 19:00 WIB, 1.74
2026-02-16 22:00 WIB, 0.25
2026-02-17 01:00 WIB, 0.00
2026-02-17 04:00 WIB, 0.00
2026-02-17 07:00 WIB, 0.02
2026-02-17 10:00 WIB, 0.00
2026-02-17 13:00 WIB, 0.29
2026-02-17 16:00 WIB, 0.00
2026-02-17 19:00 WIB, 0.00
2026-02-17 22:00 WIB, 0.00
2026-02-18 01:00 WIB, 0.00
2026-02-18 04:00 WIB, 0.41
2026-02-18 07:00 WIB, 0.50
2026-02-18 10:00 WIB, 0.26
2026-02-18 13:00 WIB, 1.51
2026-02-18 16:00 WIB, 0.06
2026-02-18 19:00 WIB, 0.00
2026-02-18 22:00 WIB, 0.02
2026-02-19 01:00 WIB, 0.00
2026-02-19 04:00 WIB, 0.00
2026-02-19 07:00 WIB, 0.01
2026-02-19 10:00 WIB, 0.06
2026-02-19 13:00 WIB, 5.96
2026-02-19 16:00 WIB, 2.24
2026-02-19 19:00 WIB, 0.02
2026-02-19 22:00 WIB, 0.00
2026-02-20 01:00 WIB, 0.00
2026-02-20 04:00 WIB, 0.06
2026-02-20 07:00 WIB, 0.34
2026-02-20 10:00 WIB, 0.37
2026-02-20 13:00 WIB, 0.08
2026-02-20 16:00 WIB, 0.96
2026-02-20 19:00 WIB, 0.00
2026-02-20 22:00 WIB, 0.00
2026-02-21 01:00 WIB, 0.65
2026-02-21 04:00 WIB, 0.42
2026-02-21 07:00 WIB, 2.21
2026-02-21 10:00 WIB, 0.35
2026-02-21 13:00 WIB, 0.32
