      Datetime      ,  Rain (mm)
2026-03-04 13:00 WIB, 5.99
2026-03-04 16:00 WIB, 4.72
2026-03-04 19:00 WIB, 0.24
2026-03-04 22:00 WIB, 0.00
2026-03-05 01:00 WIB, 0.00
2026-03-05 04:00 WIB, 0.00
2026-03-05 07:00 WIB, 0.00
2026-03-05 10:00 WIB, 2.12
2026-03-05 13:00 WIB, 6.16
2026-03-05 16:00 WIB, 4.81
2026-03-05 19:00 WIB, 0.62
2026-03-05 22:00 WIB, 0.05
2026-03-06 01:00 WIB, 0.79
2026-03-06 04:00 WIB, 0.14
2026-03-06 07:00 WIB, 0.21
2026-03-06 10:00 WIB, 3.60
2026-03-06 13:00 WIB, 7.31
2026-03-06 16:00 WIB, 4.67
2026-03-06 19:00 WIB, 1.38
2026-03-06 22:00 WIB, 0.00
2026-03-07 01:00 WIB, 0.00
2026-03-07 04:00 WIB, 0.94
2026-03-07 07:00 WIB, 0.22
2026-03-07 10:00 WIB, 0.00
2026-03-07 13:00 WIB, 1.21
2026-03-07 16:00 WIB, 3.23
2026-03-07 19:00 WIB, 0.00
2026-03-07 22:00 WIB, 0.00
2026-03-08 01:00 WIB, 0.00
2026-03-08 04:00 WIB, 0.00
2026-03-08 07:00 WIB, 0.00
2026-03-08 10:00 WIB, 0.00
2026-03-08 13:00 WIB, 0.12
2026-03-08 16:00 WIB, 3.46
2026-03-08 19:00 WIB, 0.82
2026-03-08 22:00 WIB, 0.04
2026-03-09 01:00 WIB, 0.00
2026-03-09 04:00 WIB, 0.00
2026-03-09 07:00 WIB, 0.08
2026-03-09 10:00 WIB, 0.45
2026-03-09 13:00 WIB, 2.47
