      Datetime      ,  Rain (mm)
2026-02-18 01:00 WIB, 0.00
2026-02-18 04:00 WIB, 0.12
2026-02-18 07:00 WIB, 0.22
2026-02-18 10:00 WIB, 0.05
2026-02-18 13:00 WIB, 1.42
2026-02-18 16:00 WIB, 0.34
2026-02-18 19:00 WIB, 0.00
2026-02-18 22:00 WIB, 0.00
2026-02-19 01:00 WIB, 0.00
2026-02-19 04:00 WIB, 0.05
2026-02-19 07:00 WIB, 0.36
2026-02-19 10:00 WIB, 0.63
2026-02-19 13:00 WIB, 1.04
2026-02-19 16:00 WIB, 1.51
2026-02-19 19:00 WIB, 0.02
2026-02-19 22:00 WIB, 0.00
2026-02-20 01:00 WIB, 0.42
2026-02-20 04:00 WIB, 1.37
2026-02-20 07:00 WIB, 0.00
2026-02-20 10:00 WIB, 0.51
2026-02-20 13:00 WIB, 2.51
2026-02-20 16:00 WIB, 1.72
2026-02-20 19:00 WIB, 0.00
2026-02-20 22:00 WIB, 0.00
2026-02-21 01:00 WIB, 0.00
2026-02-21 04:00 WIB, 0.14
2026-02-21 07:00 WIB, 0.21
2026-02-21 10:00 WIB, 0.70
2026-02-21 13:00 WIB, 0.88
2026-02-21 16:00 WIB, 0.51
2026-02-21 19:00 WIB, 0.00
2026-02-21 22:00 WIB, 0.00
2026-02-22 01:00 WIB, 0.03
2026-02-22 04:00 WIB, 0.67
2026-02-22 07:00 WIB, 0.21
2026-02-22 10:00 WIB, 0.00
2026-02-22 13:00 WIB, 1.22
2026-02-22 16:00 WIB, 0.79
2026-02-22 19:00 WIB, 0.00
2026-02-22 22:00 WIB, 0.00
2026-02-23 01:00 WIB, 0.00
