      Datetime      ,  Rain (mm)
2026-01-28 01:00 WIB, 0.25
2026-01-28 04:00 WIB, 0.50
2026-01-28 07:00 WIB, 18.99
2026-01-28 10:00 WIB, 0.52
2026-01-28 13:00 WIB, 1.57
2026-01-28 16:00 WIB, 1.08
2026-01-28 19:00 WIB, 0.00
2026-01-28 22:00 WIB, 0.00
2026-01-29 01:00 WIB, 0.11
2026-01-29 04:00 WIB, 0.36
2026-01-29 07:00 WIB, 0.52
2026-01-29 10:00 WIB, 2.48
2026-01-29 13:00 WIB, 2.79
2026-01-29 16:00 WIB, 0.70
2026-01-29 19:00 WIB, 0.21
2026-01-29 22:00 WIB, 0.00
2026-01-30 01:00 WIB, 0.58
2026-01-30 04:00 WIB, 6.42
2026-01-30 07:00 WIB, 0.13
2026-01-30 10:00 WIB, 0.79
2026-01-30 13:00 WIB, 0.20
2026-01-30 16:00 WIB, 0.30
2026-01-30 19:00 WIB, 0.00
2026-01-30 22:00 WIB, 0.00
2026-01-31 01:00 WIB, 0.36
2026-01-31 04:00 WIB, 4.55
2026-01-31 07:00 WIB, 0.55
2026-01-31 10:00 WIB, 0.38
2026-01-31 13:00 WIB, 0.32
2026-01-31 16:00 WIB, 0.00
2026-01-31 19:00 WIB, 0.00
2026-01-31 22:00 WIB, 0.00
2026-02-01 01:00 WIB, 0.72
2026-02-01 04:00 WIB, 0.16
2026-02-01 07:00 WIB, 0.03
2026-02-01 10:00 WIB, 1.17
2026-02-01 13:00 WIB, 1.39
2026-02-01 16:00 WIB, 1.37
2026-02-01 19:00 WIB, 0.68
2026-02-01 22:00 WIB, 1.94
2026-02-02 01:00 WIB, 16.68
