      Datetime      ,  Rain (mm)
2026-02-17 13:00 WIB, 4.32
2026-02-17 16:00 WIB, 5.91
2026-02-17 19:00 WIB, 3.09
2026-02-17 22:00 WIB, 0.00
2026-02-18 01:00 WIB, 0.00
2026-02-18 04:00 WIB, 7.58
2026-02-18 07:00 WIB, 0.42
2026-02-18 10:00 WIB, 1.20
2026-02-18 13:00 WIB, 0.66
2026-02-18 16:00 WIB, 0.22
2026-02-18 19:00 WIB, 0.00
2026-02-18 22:00 WIB, 0.00
2026-02-19 01:00 WIB, 0.00
2026-02-19 04:00 WIB, 0.13
2026-02-19 07:00 WIB, 1.07
2026-02-19 10:00 WIB, 0.14
2026-02-19 13:00 WIB, 0.57
2026-02-19 16:00 WIB, 0.17
2026-02-19 19:00 WIB, 0.00
2026-02-19 22:00 WIB, 0.00
2026-02-20 01:00 WIB, 0.07
2026-02-20 04:00 WIB, 0.15
2026-02-20 07:00 WIB, 0.28
2026-02-20 10:00 WIB, 0.19
2026-02-20 13:00 WIB, 4.32
2026-02-20 16:00 WIB, 2.97
2026-02-20 19:00 WIB, 1.47
2026-02-20 22:00 WIB, 0.00
2026-02-21 01:00 WIB, 0.00
2026-02-21 04:00 WIB, 0.00
2026-02-21 07:00 WIB, 0.06
2026-02-21 10:00 WIB, 0.28
2026-02-21 13:00 WIB, 0.61
2026-02-21 16:00 WIB, 0.05
2026-02-21 19:00 WIB, 0.00
2026-02-21 22:00 WIB, 0.00
2026-02-22 01:00 WIB, 0.12
2026-02-22 04:00 WIB, 0.22
2026-02-22 07:00 WIB, 0.87
2026-02-22 10:00 WIB, 0.68
2026-02-22 13:00 WIB, 0.96
