      Datetime      ,  Rain (mm)
2026-01-28 13:00 WIB, 4.36
2026-01-28 16:00 WIB, 0.86
2026-01-28 19:00 WIB, 0.00
2026-01-28 22:00 WIB, 0.00
2026-01-29 01:00 WIB, 0.01
2026-01-29 04:00 WIB, 1.57
2026-01-29 07:00 WIB, 9.79
2026-01-29 10:00 WIB, 0.37
2026-01-29 13:00 WIB, 1.39
2026-01-29 16:00 WIB, 1.83
2026-01-29 19:00 WIB, 0.00
2026-01-29 22:00 WIB, 0.00
2026-01-30 01:00 WIB, 0.11
2026-01-30 04:00 WIB, 2.55
2026-01-30 07:00 WIB, 0.02
2026-01-30 10:00 WIB, 0.35
2026-01-30 13:00 WIB, 0.74
2026-01-30 16:00 WIB, 3.78
2026-01-30 19:00 WIB, 0.00
2026-01-30 22:00 WIB, 0.05
2026-01-31 01:00 WIB, 0.24
2026-01-31 04:00 WIB, 0.04
2026-01-31 07:00 WIB, 0.00
2026-01-31 10:00 WIB, 0.03
2026-01-31 13:00 WIB, 3.22
2026-01-31 16:00 WIB, 3.86
2026-01-31 19:00 WIB, 3.36
2026-01-31 22:00 WIB, 0.07
2026-02-01 01:00 WIB, 0.03
2026-02-01 04:00 WIB, 0.00
2026-02-01 07:00 WIB, 0.00
2026-02-01 10:00 WIB, 2.24
2026-02-01 13:00 WIB, 4.74
2026-02-01 16:00 WIB, 4.54
2026-02-01 19:00 WIB, 0.04
2026-02-01 22:00 WIB, 0.00
2026-02-02 01:00 WIB, 0.00
2026-02-02 04:00 WIB, 0.00
2026-02-02 07:00 WIB, 0.09
2026-02-02 10:00 WIB, 0.11
2026-02-02 13:00 WIB, 0.69
