      Datetime      ,  Rain (mm)
2026-03-02 13:00 WIB, 3.61
2026-03-02 16:00 WIB, 9.61
2026-03-02 19:00 WIB, 3.18
2026-03-02 22:00 WIB, 0.00
2026-03-03 01:00 WIB, 0.00
2026-03-03 04:00 WIB, 0.00
2026-03-03 07:00 WIB, 0.00
2026-03-03 10:00 WIB, 0.38
2026-03-03 13:00 WIB, 9.43
2026-03-03 16:00 WIB, 8.56
2026-03-03 19:00 WIB, 4.51
2026-03-03 22:00 WIB, 0.08
2026-03-04 01:00 WIB, 0.04
2026-03-04 04:00 WIB, 1.95
2026-03-04 07:00 WIB, 0.00
2026-03-04 10:00 WIB, 0.93
2026-03-04 13:00 WIB, 6.65
2026-03-04 16:00 WIB, 9.34
2026-03-04 19:00 WIB, 3.20
2026-03-04 22:00 WIB, 0.00
2026-03-05 01:00 WIB, 0.00
2026-03-05 04:00 WIB, 0.00
2026-03-05 07:00 WIB, 0.52
2026-03-05 10:00 WIB, 2.97
2026-03-05 13:00 WIB, 5.14
2026-03-05 16:00 WIB, 1.88
2026-03-05 19:00 WIB, 0.00
2026-03-05 22:00 WIB, 0.00
2026-03-06 01:00 WIB, 0.00
2026-03-06 04:00 WIB, 0.11
2026-03-06 07:00 WIB, 0.59
2026-03-06 10:00 WIB, 0.36
2026-03-06 13:00 WIB, 3.83
2026-03-06 16:00 WIB, 6.86
2026-03-06 19:00 WIB, 2.09
2026-03-06 22:00 WIB, 0.00
2026-03-07 01:00 WIB, 0.00
2026-03-07 04:00 WIB, 0.00
2026-03-07 07:00 WIB, 0.00
2026-03-07 10:00 WIB, 0.00
2026-03-07 13:00 WIB, 0.00
