      Datetime      ,  Rain (mm)
2026-01-27 01:00 WIB, 0.00
2026-01-27 04:00 WIB, 0.00
2026-01-27 07:00 WIB, 0.00
2026-01-27 10:00 WIB, 1.64
2026-01-27 13:00 WIB, 2.53
2026-01-27 16:00 WIB, 0.80
2026-01-27 19:00 WIB, 0.00
2026-01-27 22:00 WIB, 0.00
2026-01-28 01:00 WIB, 0.00
2026-01-28 04:00 WIB, 0.00
2026-01-28 07:00 WIB, 0.00
2026-01-28 10:00 WIB, 0.04
2026-01-28 13:00 WIB, 0.00
2026-01-28 16:00 WIB, 0.00
2026-01-28 19:00 WIB, 0.00
2026-01-28 22:00 WIB, 0.00
2026-01-29 01:00 WIB, 0.00
2026-01-29 04:00 WIB, 0.05
2026-01-29 07:00 WIB, 0.15
2026-01-29 10:00 WIB, 0.84
2026-01-29 13:00 WIB, 3.23
2026-01-29 16:00 WIB, 0.00
2026-01-29 19:00 WIB, 0.00
2026-01-29 22:00 WIB, 0.00
2026-01-30 01:00 WIB, 0.05
2026-01-30 04:00 WIB, 0.35
2026-01-30 07:00 WIB, 1.40
2026-01-30 10:00 WIB, 0.16
2026-01-30 13:00 WIB, 0.04
2026-01-30 16:00 WIB, 0.05
2026-01-30 19:00 WIB, 0.00
2026-01-30 22:00 WIB, 0.00
2026-01-31 01:00 WIB, 1.40
2026-01-31 04:00 WIB, 0.59
2026-01-31 07:00 WIB, 0.36
2026-01-31 10:00 WIB, 0.07
2026-01-31 13:00 WIB, 1.95
2026-01-31 16:00 WIB, 0.63
2026-01-31 19:00 WIB, 0.00
2026-01-31 22:00 WIB, 0.00
2026-02-01 01:00 WIB, 0.50
